device,processor,ram,storage,battery,price,antutu_score,category,value_score,rating,height,website_url,image_url,upvotes,reviews,camera
vivo T4 Ultra 5G,Dimensity 9300+,12,512,5500,39999,1210000,Gaming,30.25075627,4.5,16.94 cm (6.67 inch) Full HD+ AMOLED Display,https://www.flipkart.com/vivo-t4-ultra-5g-phoenix-gold-512-gb/p/itm9cfd8118c9ce0?pid=MOBHCJMRYAR6YGYJ&lid=LSTMOBHCJMRYAR6YGYJLHSORW&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_14_313&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=search-autosuggest&iid=f419d732-9201-4f55-800c-9f04522cabf2.MOBHCJMRYAR6YGYJ.SEARCH&ppt=sp&ppn=sp&ssid=qy37abu25s0000001764445102702&qH=eb4af0bf07c16429,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/s/v/h/-original-imahd57g62dfepkh.jpeg?q=70,"2,927 Ratings",282 Reviews,50MP + 8MP + 50MP Periscope | 32MP Front Camera
Samsung Galaxy M35 5G,1 YEAR,6,128,6000,16872,520000,Value for Money,30.82029398,4.4,16.76 cm (6.6 inch) Display,https://www.flipkart.com/samsung-galaxy-m35-5g-daybreak-blue-128-gb/p/itmd4d8ef7b859de?pid=MOBH2Y7HKCYDEHFZ&lid=LSTMOBH2Y7HKCYDEHFZ8H4ZC4&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_14_314&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=search-autosuggest&iid=f419d732-9201-4f55-800c-9f04522cabf2.MOBH2Y7HKCYDEHFZ.SEARCH&ppt=sp&ppn=sp&ssid=qy37abu25s0000001764445102702&qH=eb4af0bf07c16429,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/l/0/p/-original-imah8pvv5fzp9xcb.jpeg?q=70,"28,568 Ratings","2,168 Reviews",50MP Rear Camera
OPPO Find X9,Dimensity 9500,12,256,7025,74999,1250000,Gaming,16.66688889,4.6,16.74 cm (6.59 inch) Full HD+ AMOLED Display,https://www.flipkart.com/oppo-find-x9-space-black-256-gb/p/itma96fe4cab1395?pid=MOBHGZZ8GH2Z85MY&lid=LSTMOBHGZZ8GH2Z85MYV3X8TO&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_14_315&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=search-autosuggest&iid=f419d732-9201-4f55-800c-9f04522cabf2.MOBHGZZ8GH2Z85MY.SEARCH&ppt=sp&ppn=sp&ssid=qy37abu25s0000001764445102702&qH=eb4af0bf07c16429,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/y/u/h/-original-imahhx5uvub4udzz.jpeg?q=70,92 Ratings,22 Reviews,50MP + 50MP + 50MP + 2MP | 32MP Front Camera
OPPO K12x 5G ,Dimensity 6300,6,128,5100,12999,600000,Value for Money,46.15739672,4.5,16.94 cm (6.67 inch) HD Display,https://www.flipkart.com/oppo-k12x-5g-45w-supervooc-charger-in-the-box-feather-pink-128-gb/p/itma30cb38861d4c?pid=MOBH4GBFXAJPXAHQ&lid=LSTMOBH4GBFXAJPXAHQP94XCS&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_14_316&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=search-autosuggest&iid=f419d732-9201-4f55-800c-9f04522cabf2.MOBH4GBFXAJPXAHQ.SEARCH&ppt=sp&ppn=sp&ssid=qy37abu25s0000001764445102702&qH=eb4af0bf07c16429,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/j/o/z/-original-imah4qke9gf7jhfg.jpeg?q=70,"1,92,073 Ratings","6,668 Reviews",32MP + 2MP | 8MP Front Camera
Samsung Galaxy A16 5G,Dimensity 6300,6,128,5000,14139,600000,Value for Money,42.43581583,4.2,17.02 cm (6.7 inch) Full HD+ Display,https://www.flipkart.com/samsung-galaxy-a16-5g-light-green-128-gb/p/itmeb17f7d0c6917?pid=MOBH5JJ4HHYHQJ4H&lid=LSTMOBH5JJ4HHYHQJ4H3CWKIM&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_14_317&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=search-autosuggest&iid=f419d732-9201-4f55-800c-9f04522cabf2.MOBH5JJ4HHYHQJ4H.SEARCH&ppt=sp&ppn=sp&ssid=qy37abu25s0000001764445102702&qH=eb4af0bf07c16429,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/h/t/q/-original-imahcshuzpekeyap.jpeg?q=70,"3,818 Ratings",168 Reviews,50MP + 5MP + 2MP | 13MP Front Camera
OPPO F29 Pro 5G,Dimensity 7300,8,256,6000,22699,840000,Multitasking,37.00603551,4.4,17.02 cm (6.7 inch) Full HD+ Display,https://www.flipkart.com/oppo-f29-pro-5g-granite-black-256-gb/p/itm46a2f33a4c891?pid=MOBHAFRZE92XBGEV&lid=LSTMOBHAFRZE92XBGEVBAQXHG&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_14_318&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=search-autosuggest&iid=f419d732-9201-4f55-800c-9f04522cabf2.MOBHAFRZE92XBGEV.SEARCH&ppt=sp&ppn=sp&ssid=qy37abu25s0000001764445102702&qH=eb4af0bf07c16429,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/i/r/v/-original-imahafrewjndpf7b.jpeg?q=70,"1,693 Ratings",124 Reviews,50MP + 2MP | 16MP Front Camera
OPPO Find X9,Dimensity 9500,16,512,7025,84999,1250000,Gaming,14.70605537,4.9,16.74 cm (6.59 inch) Full HD+ AMOLED Display,https://www.flipkart.com/oppo-find-x9-titanium-grey-512-gb/p/itma96fe4cab1395?pid=MOBHGZZ8N3S5DX2G&lid=LSTMOBHGZZ8N3S5DX2GTLRUYC&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_14_319&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=search-autosuggest&iid=f419d732-9201-4f55-800c-9f04522cabf2.MOBHGZZ8N3S5DX2G.SEARCH&ppt=sp&ppn=sp&ssid=qy37abu25s0000001764445102702&qH=eb4af0bf07c16429,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/k/1/x/-original-imahhx5uhafyxvzb.jpeg?q=70,18 Ratings,10 Reviews,50MP + 50MP + 50MP + 2MP | 32MP Front Camera
Google Pixel 9,Google Tensor G4 Processor,12,256,4700,79999,1060000,Performance,13.25016563,4.6,16.0 cm (6.3 inch) Display,https://www.flipkart.com/google-pixel-9-wintergreen-256-gb/p/itmcead5185c21a8?pid=MOBH2HJG6KBBMPRF&lid=LSTMOBH2HJG6KBBMPRFSGWY5B&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_14_320&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=search-autosuggest&iid=f419d732-9201-4f55-800c-9f04522cabf2.MOBH2HJG6KBBMPRF.SEARCH&ppt=sp&ppn=sp&ssid=qy37abu25s0000001764445102702&qH=eb4af0bf07c16429,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/4/p/g/-original-imahggetzh825fge.jpeg?q=70,"17,254 Ratings","1,164 Reviews",50MP + 48MP | 10.5MP Front Camera
realme P3 5G,6 Gen 4,8,128,6000,16999,730000,Value for Money,42.94370257,4.4,16.94 cm (6.67 inch) Full HD+ Display,https://www.flipkart.com/realme-p3-5g-space-silver-128-gb/p/itm69060f73d27e8?pid=MOBHAYN5SGFFG88U&lid=LSTMOBHAYN5SGFFG88U9DP51D&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_14_321&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=search-autosuggest&iid=f419d732-9201-4f55-800c-9f04522cabf2.MOBHAYN5SGFFG88U.SEARCH&ppt=sp&ppn=sp&ssid=qy37abu25s0000001764445102702&qH=eb4af0bf07c16429,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/t/c/y/-original-imahaff2rbuykhcw.jpeg?q=70,"21,689 Ratings","1,403 Reviews",50MP + 2MP | 16MP Front Camera
Google Pixel 10 Pro,Tensor G5 Processor,16,256,4870,109999,1250000,Performance,11.36373967,4.6,16.0 cm (6.3 inch) Quad HD+ Display,https://www.flipkart.com/google-pixel-10-pro-obsidian-256-gb/p/itm112fb88d1f5a3?pid=MOBHEXHRWX8JYCZQ&lid=LSTMOBHEXHRWX8JYCZQCARFVQ&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_14_322&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=search-autosuggest&iid=f419d732-9201-4f55-800c-9f04522cabf2.MOBHEXHRWX8JYCZQ.SEARCH&ppt=sp&ppn=sp&ssid=qy37abu25s0000001764445102702&qH=eb4af0bf07c16429,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/t/j/e/-original-imahfjsfygfnyush.jpeg?q=70,257 Ratings,28 Reviews,48MP + 48MP + 48MP | 42MP Front Camera
OPPO RENO 13 5G,1 Year Warranty on Handset and 6 Months Warranty on Accessories,8,128,5600,27369,520000,Value for Money,18.99959809,4.2,16.74 cm (6.59 inch) Display,https://www.flipkart.com/oppo-reno-13-5g-white-ivory-white-128-gb/p/itm9cf979582f79d?pid=MOBHCTRPZTMEHDYH&lid=LSTMOBHCTRPZTMEHDYHIOGATX&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_14_323&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=search-autosuggest&iid=f419d732-9201-4f55-800c-9f04522cabf2.MOBHCTRPZTMEHDYH.SEARCH&ppt=sp&ppn=sp&ssid=qy37abu25s0000001764445102702&qH=eb4af0bf07c16429,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/i/u/b/reno-13-5g-cph2689-oppo-original-imahctrphr7epzj8.jpeg?q=70,318 Ratings,24 Reviews,50MP Rear Camera
OPPO F31 Pro 5G,Dimensity 7300,12,256,7000,35999,840000,Multitasking,23.3339815,4.1,16.69 cm (6.57 inch) Full HD+ Display,https://www.flipkart.com/oppo-f31-pro-5g-desert-gold-256-gb/p/itm6246a3a4b6430?pid=MOBHFKPTWRTKHKZD&lid=LSTMOBHFKPTWRTKHKZD5H2J8L&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_14_324&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=search-autosuggest&iid=f419d732-9201-4f55-800c-9f04522cabf2.MOBHFKPTWRTKHKZD.SEARCH&ppt=sp&ppn=sp&ssid=qy37abu25s0000001764445102702&qH=eb4af0bf07c16429,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/9/h/o/-original-imahgxe6akdarjat.jpeg?q=70,72 Ratings,5 Reviews,50MP + 2MP | 32MP Front Camera
vivo T4 Ultra 5G,Dimensity 9300+,12,512,5500,39999,1210000,Gaming,30.25075627,4.5,16.94 cm (6.67 inch) Full HD+ AMOLED Display,https://www.flipkart.com/vivo-t4-ultra-5g-meteor-grey-512-gb/p/itm9cfd8118c9ce0?pid=MOBHCJMRFM6V4DPC&lid=LSTMOBHCJMRFM6V4DPCS1L3HF&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_14_325&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=search-autosuggest&iid=f419d732-9201-4f55-800c-9f04522cabf2.MOBHCJMRFM6V4DPC.SEARCH&ppt=sp&ppn=sp&ssid=qy37abu25s0000001764445102702&qH=eb4af0bf07c16429,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/w/f/w/-original-imahd57gfqezxezx.jpeg?q=70,"2,927 Ratings",282 Reviews,50MP + 8MP + 50MP Periscope | 32MP Front Camera
realme NARZO 80 Pro 5G,1 Year Warranty on Handset and 6 Months Warranty on Accessories,8,128,6000,17897,520000,Multitasking,29.05514891,4.5,17.02 cm (6.7 inch) Display,https://www.flipkart.com/realme-narzo-80-pro-5g-racing-green-128-gb/p/itmcec8ddae6d039?pid=MOBHB7WNFKSNV9EH&lid=LSTMOBHB7WNFKSNV9EH9ZKCB4&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_14_326&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=search-autosuggest&iid=f419d732-9201-4f55-800c-9f04522cabf2.MOBHB7WNFKSNV9EH.SEARCH&ppt=sp&ppn=sp&ssid=qy37abu25s0000001764445102702&qH=eb4af0bf07c16429,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/m/d/3/narzo-80-pro-5g-rmx5033-realme-original-imahb7wnujfhwxwn.jpeg?q=70,741 Ratings,38 Reviews,50MP Rear Camera
OPPO F29 PRO,1 Year Warranty on Handset and 6 Months Warranty on Accessories,8,256,6000,19829,530000,Multitasking,26.72852892,4.7,17.02 cm (6.7 inch) Display,https://www.flipkart.com/oppo-f29-pro-marval-white-256-gb/p/itm00a8e837d7050?pid=MOBHCTVWYPPGU8XS&lid=LSTMOBHCTVWYPPGU8XSJFCEAI&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_14_327&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=search-autosuggest&iid=f419d732-9201-4f55-800c-9f04522cabf2.MOBHCTVWYPPGU8XS.SEARCH&ppt=sp&ppn=sp&ssid=qy37abu25s0000001764445102702&qH=eb4af0bf07c16429,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/n/z/w/f29-pro-cph2705-oppo-original-imahctvu7gpbt3gy.jpeg?q=70,32 Ratings,2 Reviews,50MP Rear Camera
OPPO RENO 13 5G,1 Year Warranty on Handset and 6 Months Warranty on Accessories,8,128,5600,26989,520000,Value for Money,19.26710882,4.2,16.74 cm (6.59 inch) Display,https://www.flipkart.com/oppo-reno-13-5g-luminous-blue-ivory-white-128-gb/p/itm9cf979582f79d?pid=MOBH8FZZERKDHSBY&lid=LSTMOBH8FZZERKDHSBYOJSXIO&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_14_328&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=search-autosuggest&iid=f419d732-9201-4f55-800c-9f04522cabf2.MOBH8FZZERKDHSBY.SEARCH&ppt=sp&ppn=sp&ssid=qy37abu25s0000001764445102702&qH=eb4af0bf07c16429,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/9/w/4/reno-13-5g-cph2689-oppo-original-imah8nyvrzmbnp9p.jpeg?q=70,318 Ratings,24 Reviews,50MP Rear Camera
realme NARZO 80 Pro 5G,1 Year Warranty on Handset and 6 Months Warranty on Accessories,8,128,6000,18976,520000,Multitasking,27.40303541,4.5,17.02 cm (6.7 inch) Display,https://www.flipkart.com/realme-narzo-80-pro-5g-speed-silver-128-gb/p/itmcec8ddae6d039?pid=MOBHB7VZHRZ4GEAA&lid=LSTMOBHB7VZHRZ4GEAABLWRMS&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_14_329&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=search-autosuggest&iid=f419d732-9201-4f55-800c-9f04522cabf2.MOBHB7VZHRZ4GEAA.SEARCH&ppt=sp&ppn=sp&ssid=qy37abu25s0000001764445102702&qH=eb4af0bf07c16429,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/m/x/h/narzo-80-pro-5g-rmx5033-realme-original-imahb7vzjgfbzyje.jpeg?q=70,741 Ratings,38 Reviews,50MP Rear Camera
OPPO K12x 5G ,Dimensity 6300,6,128,5100,12999,600000,Value for Money,46.15739672,4.5,16.94 cm (6.67 inch) HD Display,https://www.flipkart.com/oppo-k12x-5g-45w-supervooc-charger-in-the-box-breeze-blue-128-gb/p/itma30cb38861d4c?pid=MOBH2Q4PN6FWZCGV&lid=LSTMOBH2Q4PN6FWZCGVPMAT2I&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_14_330&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=search-autosuggest&iid=f419d732-9201-4f55-800c-9f04522cabf2.MOBH2Q4PN6FWZCGV.SEARCH&ppt=sp&ppn=sp&ssid=qy37abu25s0000001764445102702&qH=eb4af0bf07c16429,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/m/e/3/-original-imah37gwn2xbvzhy.jpeg?q=70,"1,92,073 Ratings","6,668 Reviews",32MP + 2MP | 8MP Front Camera
Google Pixel 10,Tensor G5 Processor,12,256,4970,79999,1250000,Performance,15.62519531,4.5,16.0 cm (6.3 inch) Quad HD+ Display,https://www.flipkart.com/google-pixel-10-indigo-256-gb/p/itmb05d65622b9dd?pid=MOBHEXHRFEFHHU7Z&lid=LSTMOBHEXHRFEFHHU7ZZDUWDK&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_14_331&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=search-autosuggest&iid=f419d732-9201-4f55-800c-9f04522cabf2.MOBHEXHRFEFHHU7Z.SEARCH&ppt=sp&ppn=sp&ssid=qy37abu25s0000001764445102702&qH=eb4af0bf07c16429,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/w/b/8/-original-imahfjsf5gxbpfks.jpeg?q=70,952 Ratings,67 Reviews,48MP + 13MP + 10.8MP | 10.5MP Front Camera
OPPO F31 Pro+ 5G,7 Gen 3 Mobile Platform,8,256,7000,32999,930000,Multitasking,28.1826722,4.4,17.27 cm (6.8 inch) Full HD+ Display,https://www.flipkart.com/oppo-f31-pro-5g-gemstone-blue-256-gb/p/itm6d64a8ecb31b8?pid=MOBHFKPUGY2K9VH5&lid=LSTMOBHFKPUGY2K9VH5TFYM4W&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_14_332&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=search-autosuggest&iid=f419d732-9201-4f55-800c-9f04522cabf2.MOBHFKPUGY2K9VH5.SEARCH&ppt=sp&ppn=sp&ssid=qy37abu25s0000001764445102702&qH=eb4af0bf07c16429,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/h/1/v/-original-imahgxe6upj2gbts.jpeg?q=70,199 Ratings,23 Reviews,50MP + 2MP | 32MP Front Camera
OPPO Reno14 5G,Dimensity 8350,12,512,6000,44999,960000,Performance,21.33380742,4.5,16.74 cm (6.59 inch) Display,https://www.flipkart.com/oppo-reno14-5g-forest-green-512-gb/p/itm4d9e853eee6cf?pid=MOBHDDQ9VH7ZHHMP&lid=LSTMOBHDDQ9VH7ZHHMPA31YT7&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_14_333&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=search-autosuggest&iid=f419d732-9201-4f55-800c-9f04522cabf2.MOBHDDQ9VH7ZHHMP.SEARCH&ppt=sp&ppn=sp&ssid=qy37abu25s0000001764445102702&qH=eb4af0bf07c16429,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/q/l/t/-original-imahfbycas2qckgk.jpeg?q=70,"3,465 Ratings",316 Reviews,50MP + 8MP + 50MP | 50MP Front Camera
vivo T3 Pro 5G,7 Gen 3,8,256,5500,24999,930000,Performance,37.20148806,4.5,17.2 cm (6.77 inch) Full HD+ AMOLED Display,https://www.flipkart.com/vivo-t3-pro-5g-sandstone-orange-256-gb/p/itmcf52c1fcffbf3?pid=MOBH3XHR46RHEMVH&lid=LSTMOBH3XHR46RHEMVHKGTYZU&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_14_334&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=search-autosuggest&iid=f419d732-9201-4f55-800c-9f04522cabf2.MOBH3XHR46RHEMVH.SEARCH&ppt=sp&ppn=sp&ssid=qy37abu25s0000001764445102702&qH=eb4af0bf07c16429,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/w/w/v/-original-imah924swck3m4tw.jpeg?q=70,"91,288 Ratings","5,586 Reviews",50MP + 8MP | 16MP Front Camera
OPPO Reno14 5G,Dimensity 8350,12,256,6000,41999,960000,Performance,22.85768709,4.5,16.74 cm (6.59 inch) Display,https://www.flipkart.com/oppo-reno14-5g-pearl-white-256-gb/p/itm4d9e853eee6cf?pid=MOBHDDQ9UFJESUYC&lid=LSTMOBHDDQ9UFJESUYCPLJL1V&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_14_335&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=search-autosuggest&iid=f419d732-9201-4f55-800c-9f04522cabf2.MOBHDDQ9UFJESUYC.SEARCH&ppt=sp&ppn=sp&ssid=qy37abu25s0000001764445102702&qH=eb4af0bf07c16429,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/3/f/o/-original-imahfbycehzhzdun.jpeg?q=70,"3,465 Ratings",316 Reviews,50MP + 8MP + 50MP | 50MP Front Camera
Samsung Galaxy M56 5G,Octacore Processor,8,128,5000,20990,520000,Value for Money,24.77370176,4.4,17.02 cm (6.7 inch) Full HD+ E3 Super AMOLED Display,https://www.flipkart.com/samsung-galaxy-m56-5g-light-green-128-gb/p/itma212775a49b1d?pid=MOBHBH86FM9VUCGU&lid=LSTMOBHBH86FM9VUCGUXZYOIY&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_14_336&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=search-autosuggest&iid=f419d732-9201-4f55-800c-9f04522cabf2.MOBHBH86FM9VUCGU.SEARCH&ppt=sp&ppn=sp&ssid=qy37abu25s0000001764445102702&qH=eb4af0bf07c16429,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/u/7/e/galaxy-m56-5g-sm-m566blga-samsung-original-imahbh83dntgxzvr.jpeg?q=70,585 Ratings,40 Reviews,50MP + 50MP + 8MP | 12MP + 2MP Dual Front Camera
OPPO A3x 5G,Dimensity 6300,4,128,5100,11499,600000,Value for Money,52.1784503,4.2,16.94 cm (6.67 inch) HD+ Display,https://www.flipkart.com/oppo-a3x-5g-starry-purple-128-gb/p/itmb2b7c683d72a8?pid=MOBH3YHWSRFTNFVW&lid=LSTMOBH3YHWSRFTNFVW2PK8RP&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_13_289&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=search-autosuggest&iid=26a8311d-7449-4e7b-8ec2-e00a125e0b54.MOBH3YHWSRFTNFVW.SEARCH&ppt=sp&ppn=sp&ssid=qy37abu25s0000001764445102702&qH=eb4af0bf07c16429,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/s/p/d/-original-imah4d9fxk3dbhgz.jpeg?q=70,"4,883 Ratings",189 Reviews,8MP Rear Camera | 5MP Front Camera
Motorola Edge 50 Fusion,7s Gen 2 Processor,12,256,5000,20999,840000,Value for Money,40.00190485,4.4,17.02 cm (6.7 inch) Full HD+ Display,https://www.flipkart.com/motorola-edge-50-fusion-hot-pink-256-gb/p/itm93d002e8a2eb1?pid=MOBGXTYZZBUPYFEC&lid=LSTMOBGXTYZZBUPYFECU3Q95H&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_13_290&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=search-autosuggest&iid=26a8311d-7449-4e7b-8ec2-e00a125e0b54.MOBGXTYZZBUPYFEC.SEARCH&ppt=sp&ppn=sp&ssid=qy37abu25s0000001764445102702&qH=eb4af0bf07c16429,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/i/k/l/edge-50-fusion-pb300001in-motorola-original-imahywzpfd2jh9ep.jpeg?q=70,"1,70,874 Ratings","11,382 Reviews",50MP + 13MP | 32MP Front Camera
OPPO F31 5G,Dimensity 6300,8,128,7000,23999,620000,Multitasking,25.83440977,4.3,16.69 cm (6.57 inch) Full HD+ Display,https://www.flipkart.com/oppo-f31-5g-midnight-blue-128-gb/p/itme4999ba8be7f5?pid=MOBHFKPTZN4WH5UG&lid=LSTMOBHFKPTZN4WH5UGLNXL06&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_13_291&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=search-autosuggest&iid=26a8311d-7449-4e7b-8ec2-e00a125e0b54.MOBHFKPTZN4WH5UG.SEARCH&ppt=sp&ppn=sp&ssid=qy37abu25s0000001764445102702&qH=eb4af0bf07c16429,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/i/q/c/-original-imahgxe6zhg9nmwu.jpeg?q=70,976 Ratings,54 Reviews,50MP + 2MP | 16MP Front Camera
OPPO A3x 5G,Dimensity 6300,4,64,5100,10499,600000,Value for Money,57.14829984,4.2,16.94 cm (6.67 inch) HD+ Display,https://www.flipkart.com/oppo-a3x-5g-starlight-white-64-gb/p/itmb2b7c683d72a8?pid=MOBH3YHWBFQ9CQAH&lid=LSTMOBH3YHWBFQ9CQAHLMOVOS&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_13_292&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=search-autosuggest&iid=26a8311d-7449-4e7b-8ec2-e00a125e0b54.MOBH3YHWBFQ9CQAH.SEARCH&ppt=sp&ppn=sp&ssid=qy37abu25s0000001764445102702&qH=eb4af0bf07c16429,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/x/a/7/-original-imah4d9fvghbutvh.jpeg?q=70,"4,883 Ratings",189 Reviews,8MP Rear Camera | 5MP Front Camera
